income,expenses,savings_rate,credit_cards,credit_utilization,emi_count,online_shopping_spend,age,category
132859,98236,0.2605995830165815,3,37.097247616233794,2,17973,58,Balanced
132181,95547,0.2771502712190103,1,38.53680808037069,1,13267,30,Balanced
151926,106324,0.3001592880744573,4,55.23380673851925,0,958,20,Saver
110084,105972,0.037353293848334,2,28.670589987958067,3,16201,30,Overspender
189695,166641,0.12153193283955824,2,21.74670848678459,1,16566,45,Balanced
27392,21900,0.2004964953271028,3,39.089060864263864,1,5221,28,Balanced
75680,52473,0.30664640591966175,2,27.091509920108944,0,12946,28,Saver
197789,181675,0.08147065812557827,4,33.529815608327276,1,6804,38,Overspender
70859,35574,0.49796073893224574,1,38.38240854217747,2,14065,38,Saver
145657,128639,0.11683612871334711,3,32.33911672551089,1,10699,24,Balanced
177381,154995,0.12620291914015594,4,59.26365485705634,4,2420,34,Balanced
90467,71727,0.20714735760000885,2,68.28590212008842,2,13727,31,Balanced
118506,73307,0.3814068485983832,2,57.25821485916428,0,8194,50,Saver
129751,120541,0.07098211189123783,4,4.576056696902732,2,6798,28,Overspender
138906,93543,0.3265733661612889,1,27.160526753963314,4,7129,30,Saver
163760,117121,0.2848009281875916,1,36.426957619356095,4,13219,18,Balanced
45342,31599,0.3030964668519254,3,3.074534812998479,1,5646,51,Saver
188229,145137,0.22893390497744767,2,22.482165657014388,1,17887,26,Balanced
126308,81009,0.3586391994172974,4,36.17140061534899,3,19967,30,Saver
126081,118493,0.06018353280827404,1,31.020518377418767,2,10806,54,Overspender
109045,104734,0.03953413728277317,3,40.17300354617837,3,3089,47,Overspender
54698,31266,0.4283886065304033,2,12.383432774460918,4,4810,58,Saver
130078,95323,0.2671858423407494,2,30.794352985663274,1,2741,54,Balanced
100623,96302,0.042942468421732605,3,43.03819501453158,1,14101,24,Overspender
42671,25859,0.3939912352651684,3,40.20402942849741,1,8211,31,Saver
176256,137873,0.21776847312999273,1,48.93787155295765,0,1438,23,Balanced
113384,64104,0.4346292245819516,4,47.77148723995066,4,4801,51,Saver
193179,179033,0.07322742120002691,2,31.857860624916707,1,4470,33,Overspender
106202,91548,0.13798233554923636,4,42.40237766150244,4,4499,54,Balanced
71663,34843,0.5137937289814828,2,24.000138106099268,1,3908,53,Saver
35708,33982,0.04833650722527165,2,34.59543361945424,2,14307,23,Overspender
111906,107146,0.042535699605025644,4,18.88765056100588,4,9462,25,Overspender
69811,46621,0.3321826073254931,3,61.308488645525166,3,17132,41,Saver
153883,151008,0.01868302541541301,1,34.530113989385356,0,13885,20,Overspender
76250,51873,0.3196983606557377,2,61.278868924561266,3,6450,21,Saver
132547,84810,0.3601514934325183,3,46.22992137376891,4,3426,49,Saver
144249,139216,0.034891056437133014,2,22.286754766875376,1,8475,18,Overspender
54754,15543,0.7161303283778354,1,45.0221319800304,4,7466,51,Saver
162483,144110,0.11307644492039168,2,56.194365301756896,0,9633,26,Balanced
153983,149239,0.03080859575407675,1,38.44838416794973,4,7087,29,Overspender
159752,133757,0.16272096749962442,1,41.480587046824766,1,5591,27,Balanced
104896,86919,0.17137927089688834,2,28.97085383289844,3,9485,27,Balanced
91295,57893,0.3658688865764828,2,40.482064529546946,2,17561,40,Saver
120689,85147,0.2944924558161887,1,44.757963776042835,3,2061,23,Balanced
31111,19460,0.3744977660634502,3,28.423683717629793,1,9144,41,Saver
57504,22801,0.6034884529771842,4,18.41408126640691,1,15285,41,Saver
152874,138479,0.09416251291913602,1,65.75940999166389,0,4156,38,Overspender
28155,-2653,1.0942283786183626,2,52.08241011969483,4,16639,59,Saver
59384,21808,0.6327630338138219,2,29.046837892572317,4,709,48,Saver
132561,114846,0.13363658994726957,3,44.3931451431611,3,5483,58,Balanced
67254,21845,0.67518660600113,4,10.428426646540217,2,7641,47,Saver
41918,16612,0.6037024667207405,1,0.4585805217928822,2,10618,51,Saver
105981,85895,0.1895245374170842,1,61.68266174955602,0,16761,35,Balanced
50306,34930,0.30564942551584307,4,44.59102280523082,1,4466,29,Saver
167718,160829,0.04107489953374116,1,39.04595061030768,0,10569,52,Overspender
66843,28021,0.5807938003979475,4,44.653144096259055,4,9318,24,Saver
140975,103339,0.26696932080156055,2,100.0,1,11418,58,Balanced
116601,95017,0.1851099047177983,4,57.38190572490649,0,10150,57,Balanced
127512,91902,0.2792678336156597,1,19.091194672503864,3,19708,42,Balanced
167443,156385,0.06604038389183185,4,6.392472161593503,4,1750,23,Overspender
131472,121371,0.07683004746257759,3,61.09071526718832,2,5258,18,Overspender
153121,139624,0.0881459760581501,2,57.12191708460014,0,4863,33,Overspender
182688,177030,0.030970835522858644,2,51.501215351008824,4,2663,21,Overspender
123727,111346,0.10006708317505476,4,23.742419382012137,4,10315,46,Balanced
132893,91581,0.3108666370689201,1,47.265707797679504,2,2353,55,Saver
40932,-554,1.0135346428222418,3,25.533096625130693,2,17637,45,Saver
137796,90177,0.3455760689715231,2,53.25563772041922,2,2368,39,Saver
49855,31701,0.36413599438371275,2,59.65313814544683,0,17065,25,Saver
194088,173549,0.10582313177527719,1,29.130544823409295,2,18397,49,Balanced
27400,14623,0.46631386861313867,1,62.636203224308474,3,16068,50,Saver
137858,102462,0.25675695280651106,3,42.297047991254196,4,9594,30,Balanced
193714,162341,0.16195525362131802,4,49.83746424883971,2,5738,44,Balanced
35151,997,0.9716366532957811,1,13.807332726183915,4,7589,35,Saver
86690,79659,0.08110508709193678,4,44.644290119097995,1,19440,35,Overspender
24499,-4498,1.1835993305849217,3,26.48831225170664,1,5780,30,Saver
26295,18856,0.28290549534131965,4,49.49266908028348,2,4744,39,Balanced
140885,117100,0.16882563793164637,2,69.34325339302525,4,2664,31,Balanced
146071,131679,0.09852742844233284,4,45.79040418632705,1,15649,28,Overspender
79040,49371,0.3753669028340081,3,21.982901871336328,2,14588,56,Saver
32183,2244,0.9302737470092907,3,52.52932183555173,4,18905,39,Saver
180371,177089,0.018195829706549278,3,48.03577491575433,2,3321,53,Overspender
163946,128322,0.21729105925121686,4,81.17203492800618,4,10973,34,Balanced
136336,86898,0.36261882408168056,2,45.07935921801887,1,14186,49,Saver
52711,27347,0.4811898844643433,1,28.29050017551863,2,10262,31,Saver
25539,22541,0.11738909119386037,2,55.41282451292756,1,6469,59,Balanced
199426,166721,0.16399566756591416,4,37.44643855388813,2,12678,46,Balanced
146063,106819,0.2686785838987286,4,41.605019794235474,0,6668,23,Balanced
153629,143201,0.06787780952814898,1,21.430479392488955,1,17597,21,Overspender
58360,19923,0.6586189170664839,4,37.55130374393173,1,14596,28,Saver
153272,139936,0.08700871653009029,3,40.61609394980872,3,7703,57,Overspender
198047,187705,0.05221992759294511,3,37.433026485262445,1,4045,27,Overspender
41357,525,0.9873056556326619,3,28.182252751383572,4,1363,45,Saver
139121,130675,0.06070974187937119,3,45.764582606905904,2,16648,28,Overspender
97505,58113,0.40399979488231375,3,21.530551663163322,0,18309,52,Saver
22869,14408,0.3699768245222791,4,16.8201079895201,4,19188,32,Saver
70108,34521,0.5076025560563702,1,54.19072341452882,4,1153,25,Saver
132296,120780,0.08704722742940074,1,52.35500356174569,4,8629,37,Overspender
114179,99430,0.12917436656477987,3,13.847910386392954,4,943,38,Balanced
110272,91758,0.1678939349970981,4,3.4088990713507457,0,5606,18,Balanced
58467,22041,0.623018112781569,2,19.82515909206863,3,4936,46,Saver
43328,6060,0.8601366322008862,2,37.43402011053604,1,19741,41,Saver
111412,85462,0.2329192546583851,4,63.086991495310116,4,9972,47,Balanced
155059,119171,0.23144738454394778,3,36.9451086437496,1,3539,57,Balanced
78871,41083,0.47911146048611025,1,24.612779025439373,1,8791,52,Saver
173471,162258,0.06463904629592267,4,42.97172458166121,4,10778,50,Overspender
148391,111364,0.24952321906315073,2,37.71967769500839,3,16785,37,Balanced
197286,168275,0.1470504749450037,2,12.379853850940044,1,14444,33,Balanced
106416,62567,0.41205269884227935,2,12.498742301625775,2,3237,26,Saver
90271,54680,0.3942683696868319,3,13.036049957694132,1,2107,48,Saver
64064,45206,0.2943618881118881,2,89.59703069815873,4,3453,34,Balanced
127450,107824,0.15398979992153786,4,57.199628805472265,0,12673,48,Balanced
191890,177423,0.07539215175360883,4,28.125678829292752,1,6433,40,Overspender
196597,155839,0.2073175073882104,2,62.16533645657863,3,11886,23,Balanced
39830,35696,0.1037911122269646,4,28.6388742467707,2,15721,47,Balanced
168501,150758,0.1052990783437487,2,61.50360793947459,2,5182,24,Balanced
157965,141531,0.1040357041116703,2,41.60612914138909,0,15353,57,Balanced
136381,87606,0.3576377941208819,1,26.822975004054058,0,11784,59,Saver
67333,56100,0.16682755855227005,3,53.5964069165794,1,11654,28,Balanced
154508,152367,0.0138568876692469,3,42.7503914544737,4,9547,51,Overspender
96213,77194,0.1976759897311174,1,47.96535544358652,3,10838,29,Balanced
156967,135583,0.1362324565035963,1,44.310140463682174,2,14823,44,Balanced
170810,126907,0.2570282770329606,3,44.10029545741856,0,5425,29,Balanced
50746,4012,0.9209395814448429,2,56.011077761734896,3,6283,30,Saver
69377,32248,0.5351773642561656,2,91.67613697635335,4,12843,25,Saver
199476,175509,0.12014979245623533,3,64.97583801099117,2,10417,33,Balanced
74045,32442,0.5618610304544533,2,44.39290320566091,2,10645,46,Saver
117888,105716,0.10325054288816504,1,33.787861702008534,4,7223,52,Balanced
190862,173472,0.09111295071832004,2,35.98530163996016,2,17068,46,Overspender
127455,123188,0.03347848260170256,2,14.877414107791008,4,17405,48,Overspender
156672,116340,0.2574295343137255,4,53.29087085106433,2,18132,30,Balanced
113179,86012,0.24003569566792426,4,19.70154616683315,1,13849,29,Balanced
191836,169524,0.11630767947621927,4,32.55091375901473,4,1502,19,Balanced
65714,36874,0.438871473354232,2,53.40697405803999,3,6766,50,Saver
122946,102956,0.16259170692824493,3,35.25349392406948,1,11830,25,Balanced
129616,84437,0.34856036291815823,1,30.154240189414942,3,15480,58,Saver
125983,119077,0.054816919743139944,2,16.05038627788714,2,7517,57,Overspender
144123,94327,0.345510432061503,3,64.10653464609622,3,9085,58,Saver
169661,128282,0.24389223215706615,2,23.33556269094242,1,16511,49,Balanced
63484,45187,0.2882143532228593,1,28.282483461041018,4,18501,55,Balanced
102989,99978,0.029236132014098592,2,4.165411603322774,0,17544,45,Overspender
56212,11198,0.8007898669323276,1,39.602779043842,3,6024,32,Saver
63525,15967,0.7486501377410468,2,33.33410227276882,0,5750,40,Saver
198274,185536,0.06424442942594591,1,43.63715833936826,3,8012,41,Overspender
183707,153910,0.16219850087367385,2,16.50736646084853,3,819,30,Balanced
83208,34710,0.5828526103259302,1,54.68361587070271,4,10916,38,Saver
53828,41708,0.22516162591959574,4,3.2157889430776763,2,4100,29,Balanced
169783,160016,0.05752637189824659,2,38.15645000035188,1,5779,30,Overspender
23420,-432,1.0184457728437233,2,42.309765662791676,1,18651,56,Saver
116752,102049,0.1259336028504865,3,41.1554801341217,1,15994,40,Balanced
151373,149444,0.012743355816426973,3,43.155097423205355,2,18682,45,Overspender
196308,183357,0.06597285897671007,1,55.773433685217334,0,12898,31,Overspender
135294,108255,0.19985365204665395,2,66.49397409946101,1,782,34,Balanced
144019,94406,0.34448926877703634,1,36.88784143374119,0,14530,41,Saver
85726,55222,0.35583136971280593,4,20.64314729720773,2,15802,51,Saver
161564,143126,0.11412195786189992,3,51.21434564585513,2,5666,39,Balanced
135668,86153,0.3649718430285697,1,34.395212305116175,4,7621,27,Saver
26102,19358,0.258371006053176,1,65.2923942324436,1,15177,25,Balanced
138015,118731,0.1397239430496685,3,27.960667712557488,4,16873,38,Balanced
46641,3224,0.9308762676614996,2,22.839782227344383,1,5396,54,Saver
185656,144908,0.21948119101995087,1,42.87587501905354,2,17014,24,Balanced
183817,175748,0.04389691921857064,3,5.191644175260151,2,1793,43,Overspender
174165,130806,0.24895357850314356,2,30.651425724834333,3,7457,30,Balanced
123746,102947,0.1680781601021447,4,33.40318846783303,3,16944,33,Balanced
56631,22421,0.6040861012519645,3,44.409446415453644,2,19095,47,Saver
92991,63765,0.3142884795302771,1,20.07455807459602,2,10240,48,Saver
24014,18362,0.23536270508869825,4,22.40999055464097,0,13059,22,Balanced
31093,5770,0.8144276846878719,2,63.138273813927995,0,10473,49,Saver
38070,-5068,1.133123194116102,2,39.73077090828696,4,6776,33,Saver
55777,47180,0.15413163131756819,3,57.29274367805921,3,8652,26,Balanced
76958,28865,0.6249252839210998,3,29.164251972330746,3,8473,39,Saver
102074,63848,0.3744930148715638,3,38.91098075158249,2,15833,57,Saver
30729,23138,0.24703049236877217,2,44.29068854058427,2,537,54,Balanced
196089,169256,0.13684092427418162,4,74.95109815246526,4,6490,31,Balanced
178823,165997,0.07172455444769409,2,35.64763639657038,3,5938,33,Overspender
125864,98447,0.21783035657535119,1,36.674622125592435,0,16235,37,Balanced
150858,131165,0.1305399779925493,2,61.96306055473476,1,11356,32,Balanced
125510,110372,0.12061190343398932,1,32.403771230298254,4,973,43,Balanced
74748,71579,0.04239578316476695,4,45.692583833455075,1,558,26,Overspender
25801,6245,0.7579551180186814,3,60.21918412838063,0,3136,18,Saver
170262,147210,0.13539133805546746,3,28.48316256602119,0,15334,52,Balanced
49592,42279,0.14746330053234394,2,46.809248929673124,1,16077,37,Balanced
30647,21332,0.30394492119946487,3,74.91101420290026,4,19498,23,Saver
159788,150752,0.0565499286554685,4,58.426360976763064,1,7796,59,Overspender
130627,97849,0.2509282154531605,3,45.698661393696234,4,13170,27,Balanced
90316,61582,0.3181496080428717,2,35.51357376334733,4,10225,50,Saver
22368,-1805,1.0806956366237481,4,27.91363437450324,2,3174,33,Saver
97575,66172,0.3218344862925954,1,20.236281535283855,3,16296,53,Saver
26655,24870,0.06696679797411367,2,70.19247919931355,3,11565,23,Overspender
90031,82892,0.07929490953116149,1,66.3094209074,0,11526,36,Overspender
